CIU;INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;SITOWEB;EMAIL;TELEFONO;FAX;CELLULARE;CONTATTOFACEBOOK;CONTATTOTWITTER;CONTATTOINSTAGRAM;CONTATTOALTROSOCIAL
ATR-001911-9;Alloggio per uso turistico 1911;Unica;VIA ANCONA, 21;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001920-9;Alloggio per uso turistico 1920;Unica;VIA FEDERICO CONFALONIERI, 1;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001926-6;Alloggio per uso turistico 1926;Unica;VIA DANDOLO, 19/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001937-8;Alloggio per uso turistico 1937;Unica;VIA PADRE GIACOMO ALESSANDRO GHEZZI, 29;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001940-2;Alloggio per uso turistico 1940;Unica;VIA EQUIZIA, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001944-6;Alloggio per uso turistico 1944;Unica;VIA DI S. AGATA DEI GOTI, 14;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001962-6;Alloggio per uso turistico 1962;Unica;VIA DELLA PINETA SACCHETTI, 229/U;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001964-8;Alloggio per uso turistico 1964;Unica;VIA DEI MONTI DI PRIMAVALLE, 194;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001973-8;Alloggio per uso turistico 1973;Unica;VIALE DELLA VITTORIA, 8/A;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001975-1;Alloggio per uso turistico 1975;Unica;VICOLO DEL CEDRO, 28;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002367-6;Alloggio per uso turistico 2367;Unica;VIA TARQUINIO PRISCO, 12;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002368-7;Alloggio per uso turistico 2368;Unica;VIA CAIROLI, 31;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002412-6;Alloggio per uso turistico 2412;Unica;VIA GORLAGO, 121;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002429-5;Alloggio per uso turistico 2429;Unica;VIA CELIMONTANA, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002431-7;Alloggio per uso turistico 2431;Unica;VIA TOLEMAIDE, 12;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002437-4;Alloggio per uso turistico 2437;Unica;VIA DI PORTA PINCIANA, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002528-5;Alloggio per uso turistico 2528;Unica;VIA DELLA SCROFA, 22;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002585-8;Alloggio per uso turistico 2585;Unica;LUNGOTEVERE PORTUENSE, 188;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002608-4;Alloggio per uso turistico 2608;Unica;VIA TRIONFALE, 81;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002610-6;Alloggio per uso turistico 2610;Unica;VIA DEL CORSO, 42;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002616-3;Alloggio per uso turistico 2616;Unica;VIA URBANA, 150;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002634-3;Alloggio per uso turistico 2634;Unica;VIA DI S. GIOVANNI IN LATERANO, 138;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002643-3;Alloggio per uso turistico 2643;Unica;VIA IN ARCIONE, 98;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002701-7;Alloggio per uso turistico 2701;Unica;VIA LORENZO IL MAGNIFICO, 120;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002710-7;Alloggio per uso turistico 2710;Unica;VIALE GLORIOSO, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002712-9;Alloggio per uso turistico 2712;Unica;VIA GRAN SASSO, 10;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002722-1;Alloggio per uso turistico 2722;Unica;VIA ANGELO EMO, 111;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002729-8;Alloggio per uso turistico 2729;Unica;VIA GIUSEPPE SACCONI, 19;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002167-4;Alloggio per uso turistico 2167;Unica;VIA CAPOCCI, 30;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002168-5;Alloggio per uso turistico 2168;Unica;VIA DELLA BADIA DI CAVA, 36;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002170-7;Alloggio per uso turistico 2170;Unica;VIA PANISPERNA, 194;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002171-8;Alloggio per uso turistico 2171;Unica;VIA FIRENZE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002172-9;Alloggio per uso turistico 2172;Unica;VIA VITELLIA, 55;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002173-1;Alloggio per uso turistico 2173;Unica;VIA OSTILIA, 1/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002176-4;Alloggio per uso turistico 2176;Unica;VIA CANDIA, 121;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002186-5;Alloggio per uso turistico 2186;Unica;VIA RAMIRO FABIANI, 100;Municipio IV (ex Mun V);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002187-6;Alloggio per uso turistico 2187;Unica;VIA SAN QUINTINO, 37;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002188-7;Alloggio per uso turistico 2188;Unica;VIA FRANCESCO ANTONIO PIGAFETTA, 58;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002192-2;Alloggio per uso turistico 2192;Unica;VIA CLEONIA, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002193-3;Alloggio per uso turistico 2193;Unica;VIA TADDEO DA SESSA, 12;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002195-5;Alloggio per uso turistico 2195;Unica;BORGO PIO, 138;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002198-8;Alloggio per uso turistico 2198;Unica;VIA DEL BOSCHETTO, 124;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002199-9;Alloggio per uso turistico 2199;Unica;VICOLO DEL GIGLIO, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002200-1;Alloggio per uso turistico 2200;Unica;VIA ALESSANDRO CRUTO, 34;Municipio XI (ex Mun XV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002213-5;Alloggio per uso turistico 2213;Unica;VIA LUIGI TONTA, 15;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002216-8;Alloggio per uso turistico 2216;Unica;VIA VAL SENIO, 2;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002219-2;Alloggio per uso turistico 2219;Unica;VIA GROTTAFERRATA, 65;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002220-3;Alloggio per uso turistico 2220;Unica;VIA DEI SAVORELLI, 75;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002226-9;Alloggio per uso turistico 2226;Unica;VIA DEL BOCCACCIO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002227-1;Alloggio per uso turistico 2227;Unica;VIA DELLA PURIFICAZIONE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002230-4;Alloggio per uso turistico 2230;Unica;VIALE DEI QUATTRO VENTI, 156;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002231-5;Alloggio per uso turistico 2231;Unica;VIA CLEONIA, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002239-4;Alloggio per uso turistico 2239;Unica;VIA FRANGIPANE, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002243-8;Alloggio per uso turistico 2243;Unica;VIA RASELLA, 36;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002245-1;Alloggio per uso turistico 2245;Unica;VIA UGO DE CAROLIS, 94;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002247-3;Alloggio per uso turistico 2247;Unica;VIA DEI GUADAGNI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002248-4;Alloggio per uso turistico 2248;Unica;VIA DEI GUADAGNI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002249-5;Alloggio per uso turistico 2249;Unica;VIA DANTE DE BLASI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002251-7;Alloggio per uso turistico 2251;Unica;LARGO IRPINIA, 48;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002252-8;Alloggio per uso turistico 2252;Unica;VIA MIRANDOLA, 23;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002388-9;Alloggio per uso turistico 2388;Unica;VIA GERMANICO, 184;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002448-6;Alloggio per uso turistico 2448;Unica;VIA CESARE BECCARIA, 84;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002464-4;Alloggio per uso turistico 2464;Unica;PIAZZA DEI CAMPANI, 13;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002465-5;Alloggio per uso turistico 2465;Unica;VIA SANNIO, 37;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002467-7;Alloggio per uso turistico 2467;Unica;VIA SANNIO, 44;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002471-2;Alloggio per uso turistico 2471;Unica;VIA AURELIA, 72;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002472-3;Alloggio per uso turistico 2472;Unica;VIA DELLA BALDUINA, 141;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002480-2;Alloggio per uso turistico 2480;Unica;VIA TUSCOLANA, 21;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002483-5;Alloggio per uso turistico 2483;Unica;LUNGOTEVERE FLAMINIO, 1;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002492-5;Alloggio per uso turistico 2492;Unica;VIA UGO BASSI, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002605-1;Alloggio per uso turistico 2605;Unica;VICOLO DEL BOLOGNA, 73;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003043-7;Alloggio per uso turistico 3043;Unica;VIA FRANCESCO VALESIO, 13;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003048-3;Alloggio per uso turistico 3048;Unica;VIA JUGOSLAVIA, 11;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003053-8;Alloggio per uso turistico 3053;Unica;VIA CARLO PASSAGLIA, 11;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003054-9;Alloggio per uso turistico 3054;Unica;VIA ENRICO CARANO, 23/B;Municipio V (ex Mun VII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003074-2;Alloggio per uso turistico 3074;Unica;VIA GIROLAMO DA CARPI, 1;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003076-4;Alloggio per uso turistico 3076;Unica;VIA PIETRO CARTONI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003086-5;Alloggio per uso turistico 3086;Unica;VIA IGNAZIO PERSICO, 59;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003094-4;Alloggio per uso turistico 3094;Unica;VIA ANDREA DORIA, 79;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003134-8;Alloggio per uso turistico 3134;Unica;VIA NICOLO' V, 10;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003146-2;Alloggio per uso turistico 3146;Unica;VIA CALTAGIRONE, 15;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003145-1;Alloggio per uso turistico 3145;Unica;VIA DEI CAPPUCCINI, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003147-3;Alloggio per uso turistico 3147;Unica;VIA GIUNIO SILANO, 9;Municipio VII (ex Mun X);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003185-5;Alloggio per uso turistico 3185;Unica;VIA DI CASAL MORENA, 110;Municipio VII (ex Mun X);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003184-4;Alloggio per uso turistico 3184;Unica;VIA ELVIA RECINA, 23;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003187-7;Alloggio per uso turistico 3187;Unica;VICOLO DE' BURRO', 161;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003194-5;Alloggio per uso turistico 3194;Unica;VIA ISOLE DEL CAPO VERDE, 45;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003195-6;Alloggio per uso turistico 3195;Unica;BORGO PIO, 181;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003203-5;Alloggio per uso turistico 3203;Unica;PIAZZA DEI MERCANTI, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-003216-9;Alloggio per uso turistico 3216;Unica;VIA GREGORIO XI, 114;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001977-3;Alloggio per uso turistico 1977;Unica;VIA ULISSE DINI, 10;Municipio XI (ex Mun XV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001980-6;Alloggio per uso turistico 1980;Unica;VIA CASSIA, 1140;Municipio XV (ex Mun XX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-001987-4;Alloggio per uso turistico 1987;Unica;PORTA S. PAOLO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002010-9;Alloggio per uso turistico 2010;Unica;VIA FRANCESCO D'OVIDIO, 14;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002014-4;Alloggio per uso turistico 2014;Unica;VIA DI PORTA CAVALLEGGERI, 33;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002023-4;Alloggio per uso turistico 2023;Unica;VIA AGOSTINO DEPRETIS, 65;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002030-2;Alloggio per uso turistico 2030;Unica;VIA DELLA CONSULTA, 56;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002033-5;Alloggio per uso turistico 2033;Unica;VIA INNOCENZO III, 3;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002036-8;Alloggio per uso turistico 2036;Unica;VIA LUCIANO MANARA, 21;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002041-4;Alloggio per uso turistico 2041;Unica;PIAZZA ANTONIO MANCINI, 4;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002071-7;Alloggio per uso turistico 2071;Unica;VIALE DEI PROMONTORI, 414;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002072-8;Alloggio per uso turistico 2072;Unica;VIA DEL GAROFANO, 1;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002078-5;Alloggio per uso turistico 2078;Unica;VIA GIORGIO SOMMER, 77;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002082-9;Alloggio per uso turistico 2082;Unica;VIA ALBENGA, 33;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002083-1;Alloggio per uso turistico 2083;Unica;VIA DI PIE' DI MARMO, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002085-3;Alloggio per uso turistico 2085;Unica;VIA DI PANICO, 32;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002086-4;Alloggio per uso turistico 2086;Unica;VIA APPIA NUOVA, 37;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002088-6;Alloggio per uso turistico 2088;Unica;VIA DEL MORO, 27;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002093-2;Alloggio per uso turistico 2093;Unica;VIA EUGENIO BARSANTI, 6;Municipio XI (ex Mun XV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002099-8;Alloggio per uso turistico 2099;Unica;VICOLO DELLA STAZIONE DI PAVONA, 48/F;Municipio IX (ex Mun XII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002371-1;Alloggio per uso turistico 2371;Unica;VIA CASTROPIGNANO, 112;Municipio IV (ex Mun V);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002379-9;Alloggio per uso turistico 2379;Unica;VIA DEI GENOVESI, 31;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002381-2;Alloggio per uso turistico 2381;Unica;VIA SEBASTIANO GRANDIS, 1;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002384-5;Alloggio per uso turistico 2384;Unica;VIA PALERMO, 61;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002392-4;Alloggio per uso turistico 2392;Unica;PIAZZA DI S. RUFINA, 5;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002394-6;Alloggio per uso turistico 2394;Unica;VIA ALFREDO GARGIULO, 99;Municipio X (ex Mun XIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002397-9;Alloggio per uso turistico 2397;Unica;VIA ALFREDO BACCARINI, 5;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002410-4;Alloggio per uso turistico 2410;Unica;VIALE DI TOR DI QUINTO, 33;Municipio XV (ex Mun XX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002423-8;Alloggio per uso turistico 2423;Unica;VIA PROSPERO ALPINO, 62;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002601-6;Alloggio per uso turistico 2601;Unica;VIA LORENZO VIDASCHI, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-002602-7;Alloggio per uso turistico 2602;Unica;VIA DEL MONTE DI CASA, 65;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
